symbol,organ_name,icb_name3,icb_name2,icb_name4,com_type_code,icb_code1,icb_code2,icb_code3,icb_code4
PVP,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
PWA,Công ty Cổ phần Bất động sản dầu khí,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
MDF,Công ty Cổ phần Gỗ MDF VRG - Quảng Trị,Lâm nghiệp và Giấy,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,CT,1000,1700,1730,1733
HES,Công ty Cổ phần Dịch vụ Giải trí Hà Nội,Du lịch & Giải trí,Du lịch và Giải trí,Dịch vụ giải trí,CT,5000,5700,5750,5755
QNC,Công ty Cổ phần Xi măng và Xây dựng Quảng Ninh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
QNT,Công ty Cổ phần Tư vấn và Đầu tư Phát triển Quảng Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
PCE,Công ty Cổ phần Phân bón và hóa chất dầu khí Miền Trung,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
QTP,Công ty Cổ phần Nhiệt điện Quảng Ninh,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
KSH,Công ty Cổ phần Damac GLS,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
PX1,Công ty Cổ phần Xi măng Sông Lam 2,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
MFS,Công ty Cổ phần Dịch vụ kỹ thuật Mobifone,Viễn thông di động,Viễn thông,Viễn thông di động,CT,6000,6500,6570,6575
MHC,Công ty Cổ phần MHC,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
PXA,Công ty Cổ phần Đầu tư và Thương mại Dầu khí Nghệ An,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
QPH,Công ty Cổ phần Thủy điện Quế Phong,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
QTC,Công ty Cổ phần Công trình Giao thông Vận tải Quảng Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
LM7,Công ty Cổ phần Lilama 7,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
PXM,Công ty Cổ phần Xây lắp Dầu khí Miền Trung,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
RAL,Công ty Cổ phần Bóng đèn Phích nước Rạng Đông,Hàng gia dụng,Hàng cá nhân & Gia dụng,Thiết bị gia dụng,CT,3000,3700,3720,3726
RAT,Công ty Cổ phần Vận tải và Thương mại Đường sắt,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
NVB,Ngân hàng Thương mại Cổ phần Quốc Dân,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
HUG,Tổng công ty May Hưng Yên - Công ty Cổ phần,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
PXT,Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
RCD,Công ty Cổ phần Xây dựng - Địa ốc Cao su,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
RDP,Công ty Cổ phần Rạng Đông Holding,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
KPF,Công ty Cổ phần Đầu tư Tài sản KOJI,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
NVL,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
QBS,Công ty Cổ phần Xuất nhập khẩu Quảng Bình,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
QCC,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
PHS,Công ty Cổ phần Chứng khoán Phú Hưng,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
S72,Công ty Cổ phần Sông Đà 7.02,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
S74,Công ty Cổ phần Sông Đà 7.04,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
MQN,Công ty Cổ phần Môi trường đô thị Quảng Ngãi,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
QSP,Công ty Cổ phần Tân cảng Quy Nhơn,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
MBT,Công ty Cổ phần Bất động sản cho thuê Minh Bảo Tín,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
QNP,Công ty Cổ phần Cảng Quy Nhơn,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
SGN,Công ty Cổ phần Phục vụ mặt đất Sài Gòn,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
S96,Công ty Cổ phần Sông Đà 9.06,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
CQN,Công ty Cổ phần Cảng Quảng Ninh,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
NAB,Ngân hàng Thương mại Cổ phần Nam Á,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
PQN,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
QNS,Công ty Cổ phần Đường Quảng Ngãi,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
LDP,Công ty Cổ phần Dược Lâm Đồng - Ladophar,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
BSH,Công ty Cổ phần Bia Sài Gòn - Hà Nội,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
QST,Công ty Cổ phần Sách và Thiết bị trường học Quảng Ninh,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
SKV,Công ty Cổ phần Nước Giải khát Yến sào Khánh Hòa,Bia và đồ uống,Thực phẩm và đồ uống,Đồ uống & giải khát,CT,3000,3500,3530,3537
MST,Công ty Cổ phần Đầu tư MST,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
RCC,Công ty Cổ phần Tổng Công ty Công trình Đường sắt,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
DS3,Công ty Cổ phần DS3,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
SKH,Công ty Cổ phần Nước giải khát Sanest Khánh Hòa,Bia và đồ uống,Thực phẩm và đồ uống,Đồ uống & giải khát,CT,3000,3500,3530,3537
RCL,Công ty Cổ phần Địa ốc Chợ Lớn,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
REE,Công ty Cổ phần Cơ điện Lạnh,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
APT,Công ty Cổ phần Kinh doanh thủy hải sản Sài Gòn,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
CHS,Công ty Cổ phần Chiếu sáng Công cộng Thành phố Hồ Chí Minh,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Tiện ích khác,CT,7000,7500,7570,7575
TBR,Công ty Cổ phần Địa ốc Tân Bình,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
RIC,Công ty Cổ phần Quốc Tế Hoàng Gia,Du lịch & Giải trí,Du lịch và Giải trí,Dịch vụ giải trí,CT,5000,5700,5750,5755
BSL,Công ty Cổ phần Bia Sài Gòn - Sông Lam,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
RBC,Công ty Cổ phần Công Nghiệp và Xuất nhập khẩu Cao Su,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
S12,Công ty Cổ phần Sông Đà 12,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HIG,Công ty Cổ phần Tập đoàn HIPT,Phần mềm & Dịch vụ Máy tính,Công nghệ Thông tin,Phần mềm,CT,9000,9500,9530,9537
S27,Công ty Cổ phần Sông Đà 27,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
BSG,Công ty Cổ phần Xe khách Sài Gòn,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
S55,Công ty Cổ phần Sông Đà 505,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
SAB,Tổng Công ty Cổ phần Bia - Rượu - Nước Giải khát Sài Gòn,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
SBD,Công ty Cổ phần Công nghệ Sao Bắc Đẩu,Phần mềm & Dịch vụ Máy tính,Công nghệ Thông tin,Phần mềm,CT,9000,9500,9530,9537
SBH,Công ty Cổ phần Thủy điện Sông Ba Hạ,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
S99,Công ty Cổ phần SCI,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
SBT,Công ty Cổ phần Thành Thành Công - Biên Hòa,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
PAN,Công ty Cổ phần Tập đoàn PAN,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
ND2,Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
BSQ,Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
SAF,Công ty Cổ phần Lương thực Thực phẩm SAFOCO,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
KHW,Công ty Cổ phần Cấp thoát nước Khánh Hòa,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
MIG,Tổng Công ty Cổ phần Bảo hiểm Quân đội,Bảo hiểm phi nhân thọ,Bảo hiểm,Bảo hiểm phi nhân thọ,BH,8000,8500,8530,8536
SCC,Công ty Cổ phần Thương mại Đầu tư SHB,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
LMH,Công ty Cổ phần Quốc Tế Holding,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
HSG,Công ty Cổ phần Tập đoàn Hoa Sen,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
SAL,Công ty Cổ phần Trục vớt Cứu hộ Việt Nam,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Xe tải & Đóng tàu,CT,2000,2700,2750,2753
SAM,Công ty Cổ phần SAM Holdings,Thiết bị và Phần cứng,Công nghệ Thông tin,Thiết bị viễn thông,CT,9000,9500,9570,9578
SCG,Công ty Cổ phần Tập đoàn Xây dựng SCG,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
PDV,Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
PPC,Công ty Cổ phần Nhiệt điện Phả Lại,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
SCI,Công ty Cổ phần SCI E&C,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
SID,Công ty Cổ phần Đầu tư Phát triển Sài Gòn Co.op,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
SCL,Công ty Cổ phần Sông Đà Cao Cường,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
SCR,Công ty Cổ phần Địa Ốc Sài Gòn Thương Tín,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
PVY,Công ty Cổ phần Chế tạo Giàn khoan Dầu khí,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
KTT,Công ty Cổ phần Tập đoàn Đầu tư KTT,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
NHC,Công ty Cổ phần Gạch ngói Nhị Hiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
NCS,Công ty Cổ phần Suất ăn Hàng không Nội Bài,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
VHM,Công ty Cổ phần Vinhomes,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
NDC,Công ty Cổ phần Nam Dược,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
SAC,Công ty Cổ phần Xếp dỡ và Dịch vụ cảng Sài Gòn,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
SBS,Công ty Cổ phần Chứng khoán SBS,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
SAV,Công ty Cổ phần Hợp tác Kinh tế và Xuất nhập khẩu Savimex,Lâm nghiệp và Giấy,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,CT,1000,1700,1730,1733
NET,Công ty Cổ phần Bột giặt Net,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng cá nhân,CT,3000,3700,3760,3767
SCS,Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,Du lịch & Giải trí,Du lịch và Giải trí,Hàng không,CT,5000,5700,5750,5751
SBA,Công ty Cổ phần Sông Ba,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
PEQ,Công ty Cổ phần Thiết bị xăng dầu Petrolimex,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Dầu khí,Thiết bị và Dịch vụ Dầu khí,CT,0001,0500,0570,0573
SD2,Công ty Cổ phần Sông Đà 2,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
L63,Công ty Cổ phần Lilama 69-3,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
SD3,Công ty Cổ phần Sông Đà 3,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
SD4,Công ty Cổ phần Sông Đà 4,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
JOS,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
SD5,Công ty Cổ phần Sông Đà 5,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
SBL,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
SD7,Công ty Cổ phần Sông Đà 7,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
SBM,Công ty Cổ phần Đầu tư phát triển Bắc Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
SD9,Công ty Cổ phần Sông Đà 9,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
SC5,Công ty Cổ phần Xây dựng số 5,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
SDD,Công ty Cổ phần Đầu tư và Xây lắp Sông Đà,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
OIL,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,Sản xuất Dầu khí,Dầu khí,Sản xuất và Khai thác dầu khí,CT,0001,0500,0530,0533
PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Dầu khí,Thiết bị và Dịch vụ Dầu khí,CT,0001,0500,0570,0573
SCD,Công ty Cổ phần Nước giải khát Chương Dương,Bia và đồ uống,Thực phẩm và đồ uống,Đồ uống & giải khát,CT,3000,3500,3530,3537
SDJ,Công ty Cổ phần Sông Đà 25,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
PPH,Tổng Công ty Cổ phần Phong Phú,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
PNG,Công ty Cổ phần Thương Mại Phú Nhuận,Du lịch & Giải trí,Du lịch và Giải trí,Nhà hàng và quán bar,CT,5000,5700,5750,5757
SCJ,Công ty Cổ phần Xi măng Sài Sơn,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
SDK,Công ty Cổ phần Cơ khí Luyện Kim,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
SCO,Công ty Cổ phần Công nghiệp Thủy sản,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
MCP,Công ty Cổ phần In và Bao bì Mỹ Châu,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
SDP,Công ty Cổ phần SDP,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
SCY,Công ty Cổ phần Đóng tàu Sông Cấm,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Xe tải & Đóng tàu,CT,2000,2700,2750,2753
